station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
EHLW,2020-05-23 06:55,57.20,44.60,62.69,260.00,16.00,0.00,30.06,M,6.21,M,BKN,OVC,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,M,EHLW 230655Z AUTO 26016KT 9999 BKN150 OVC200 14/07 Q1018 BLU
EHAM,2020-05-23 06:55,57.20,48.20,71.83,250.00,17.00,0.00,30.12,M,6.21,M,FEW,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,EHAM 230655Z 25017KT 9999 FEW017 14/09 Q1020 NOSIG
EHAK,2020-05-23 06:55,51.80,46.40,81.74,230.00,30.00,0.00,29.85,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAK 230655Z AUTO 23030KT 9999 NCD 11/08 Q1011
EHDV,2020-05-23 06:55,53.60,46.40,76.50,240.00,22.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 230655Z AUTO 24022KT //// // ///////// 12/08 Q1014 RE//
EHFD,2020-05-23 06:55,51.80,46.40,81.74,0.00,0.00,0.00,29.91,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFD 230655Z AUTO 00000KT 9999 NCD 11/08 Q1013
EHFZ,2020-05-23 06:55,53.60,46.40,76.50,230.00,22.00,0.00,29.97,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 230655Z AUTO 23022KT 9999 NCD 12/08 Q1015
EHJA,2020-05-23 06:55,53.60,46.40,76.50,230.00,27.00,0.00,29.97,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 230655Z AUTO 23027KT 9999 NCD 12/08 Q1015
EHVK,2020-05-23 06:55,57.20,46.40,67.12,230.00,11.00,0.00,30.15,M,6.21,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,EHVK 230655Z AUTO 23011KT 9999 OVC100 14/08 Q1021 BLU
EHVL,2020-05-23 06:55,55.40,48.20,76.66,240.00,21.00,0.00,30.06,M,6.21,M,BKN,OVC,M,M,17000.00,25000.00,M,M,M,M,M,M,M,M,M,M,EHVL 230655Z AUTO 24021KT 9999 BKN170 OVC250 13/09 Q1018 BLU
EHWO,2020-05-23 06:55,57.20,48.20,71.83,240.00,14.00,0.00,30.18,M,6.21,M,FEW,OVC,M,M,2000.00,13000.00,M,M,M,M,M,M,M,M,M,M,EHWO 230655Z AUTO 24014KT 200V280 9999 FEW020 OVC130 14/09 Q1022 BLU
EHQE,2020-05-23 06:55,55.40,46.40,71.64,200.00,24.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHQE 230655Z AUTO 20024KT 9999 NSC 13/08 Q1018
EHJR,2020-05-23 06:55,53.60,46.40,76.50,240.00,27.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 230655Z AUTO 24027KT //// // ///////// 12/08 Q1017 RE// W11/H17
EHKV,2020-05-23 06:55,53.60,46.40,76.50,150.00,27.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 230655Z AUTO 15027KT 9999 NSC 12/08 Q1019
EHMA,2020-05-23 06:55,57.20,44.60,62.69,270.00,19.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,+DZRA,M,M,M,M,M,M,M,EHMA 230655Z AUTO 27019KT 9999 +DZRA NSC 14/07 Q1018
EHMG,2020-05-23 06:55,53.60,48.20,81.87,240.00,23.00,0.00,30.03,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 230655Z AUTO 24023KT 9999 NSC 12/09 Q1017
EHPG,2020-05-23 06:55,53.60,50.00,87.56,240.00,22.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,M,EHPG 230655Z AUTO 24022KT 9999 -RA NSC 12/10 Q1019
EHSA,2020-05-23 06:55,55.40,50.00,81.99,220.00,24.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 230655Z AUTO 22024KT 9999 ///////// 13/10 Q1020 W10/H14
EHSC,2020-05-23 06:55,55.40,48.20,76.66,250.00,23.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 230655Z AUTO 25023KT 9999 ///////// 13/09 Q1020 W13/H12
EHHW,2020-05-23 06:55,53.60,46.40,76.50,260.00,15.00,0.00,30.03,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 230655Z AUTO 26015KT 210V300 9999 NSC 12/08 Q1017
EHWO,2020-05-23 07:00,57.20,48.20,71.83,240.00,14.00,0.00,30.15,M,6.21,M,SCT,OVC,M,M,1900.00,13000.00,M,M,M,M,M,M,M,M,M,M,EHWO 230700Z AUTO 24014KT 200V270 9999 SCT019 OVC130 14/09 Q1021 WHT
EHKD,2020-05-23 07:03,57.20,46.40,67.12,250.00,16.00,0.00,30.09,M,M,M,OVC,M,M,M,24000.00,M,M,M,M,M,M,M,M,M,M,M,EHKD 230703Z AUTO 25016KT 9999 OVC240 14/08 Q1019 BLU 24013KT 9999 FEW020 BECMG 24015G27KT
EHWO,2020-05-23 07:04,57.20,48.20,71.83,240.00,14.00,0.00,30.15,M,6.21,M,FEW,OVC,M,M,1900.00,13000.00,M,M,M,M,M,M,M,M,M,M,EHWO 230704Z AUTO 24014KT 9999 FEW019 OVC130 14/09 Q1021 BLU
EHWO,2020-05-23 07:08,57.20,48.20,71.83,240.00,14.00,0.00,30.18,M,6.21,M,SCT,SCT,BKN,M,1900.00,2400.00,13000.00,M,M,M,M,M,M,M,M,M,EHWO 230708Z AUTO 24014KT 210V270 9999 SCT019 SCT024 BKN130 14/09 Q1022 WHT
EHWO,2020-05-23 07:13,57.20,48.20,71.83,230.00,14.00,0.00,30.18,M,6.21,M,FEW,SCT,BKN,M,1900.00,2200.00,2600.00,M,M,M,M,M,M,M,M,M,EHWO 230713Z AUTO 23014KT 210V270 9999 FEW019 SCT022 BKN026 14/09 Q1022 WHT
EHGR,2020-05-23 07:14,57.20,46.40,67.12,230.00,9.00,0.00,30.15,M,6.21,M,SCT,OVC,M,M,2300.00,17000.00,M,M,M,M,M,M,M,M,M,M,EHGR 230714Z AUTO 23009KT 220V290 9999 SCT023 OVC170 14/08 Q1021 WHT 10004KT CAVOK
EHWO,2020-05-23 07:14,57.20,48.20,71.83,240.00,14.00,0.00,30.18,M,6.21,M,SCT,BKN,BKN,M,1900.00,2300.00,14000.00,M,M,M,M,M,M,M,M,M,EHWO 230714Z AUTO 24014KT 9999 SCT019 BKN023 BKN140 14/09 Q1022 WHT
EHFS,2020-05-23 07:25,57.20,48.20,71.83,250.00,25.00,0.00,30.15,M,5.59,M,SCT,BKN,BKN,M,1800.00,2100.00,2800.00,M,M,M,M,M,M,M,M,M,EHFS 230725Z AUTO 25025KT 9000 SCT018/// BKN021/// BKN028/// 14/09 Q1021
EHRD,2020-05-23 07:25,59.00,48.20,67.33,250.00,11.00,0.00,30.15,M,6.21,M,SCT,BKN,BKN,M,1900.00,2300.00,2700.00,M,M,M,M,M,M,M,M,M,EHRD 230725Z AUTO 25011KT 230V290 9999 SCT019 BKN023 BKN027 15/09 Q1021 NOSIG
EHEH,2020-05-23 07:25,57.20,44.60,62.69,240.00,12.00,0.00,30.18,M,6.21,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,EHEH 230725Z AUTO 24012KT 210V270 9999 OVC100 14/07 Q1022 BLU 24008KT CAVOK
EHBK,2020-05-23 07:25,55.40,46.40,71.64,230.00,13.00,0.00,30.21,M,6.21,M,FEW,M,M,M,4800.00,M,M,M,M,M,M,M,M,M,M,M,EHBK 230725Z AUTO 23013KT 200V260 9999 FEW048 13/08 Q1023 NOSIG
EHDL,2020-05-23 07:25,59.00,50.00,72.01,240.00,11.00,0.00,30.12,M,6.21,M,SCT,BKN,BKN,M,1900.00,2200.00,3200.00,M,M,M,M,M,M,M,M,M,EHDL 230725Z AUTO 24011KT 190V310 9999 SCT019 BKN022 BKN032 15/10 Q1020 WHT
EHGG,2020-05-23 07:25,59.00,44.60,58.77,260.00,13.00,0.00,30.06,M,6.21,M,FEW,SCT,M,M,2900.00,3500.00,M,M,M,M,M,M,M,M,M,M,EHGG 230725Z AUTO 26013KT 220V300 9999 FEW029 SCT035 15/07 Q1018 BECMG 26016G29KT
EHGR,2020-05-23 07:25,57.20,48.20,71.83,240.00,10.00,0.00,30.18,M,6.21,M,SCT,OVC,M,M,2400.00,17000.00,M,M,M,M,M,M,M,M,M,M,EHGR 230725Z AUTO 24010KT 190V290 9999 SCT024 OVC170 14/09 Q1022 WHT 10004KT CAVOK
EHKD,2020-05-23 07:25,55.40,48.20,76.66,240.00,16.00,0.00,30.09,M,M,M,SCT,OVC,M,M,15000.00,25000.00,M,M,M,M,M,M,M,M,M,M,EHKD 230725Z AUTO 24016KT 210V270 9999 SCT150 OVC250 13/09 Q1019 BLU 24013KT 9999 FEW020 BECMG 24015G27KT
EHLE,2020-05-23 07:25,59.00,50.00,72.01,250.00,15.00,0.00,30.12,M,6.21,M,SCT,BKN,OVC,M,2300.00,2600.00,3200.00,M,M,M,M,M,M,M,M,M,EHLE 230725Z AUTO 25015KT 9999 SCT023 BKN026 OVC032 15/10 Q1020 NOSIG
EHLW,2020-05-23 07:25,59.00,44.60,58.77,260.00,19.00,0.00,30.06,M,6.21,M,BKN,BKN,OVC,M,3200.00,3600.00,23000.00,M,M,M,M,M,M,M,M,M,EHLW 230725Z AUTO 26019KT 220V290 9999 BKN032 BKN036 OVC230 15/07 Q1018 BLU
EHAM,2020-05-23 07:25,59.00,50.00,72.01,250.00,16.00,0.00,30.12,M,6.21,M,FEW,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,EHAM 230725Z 25016KT 220V290 9999 FEW017 15/10 Q1020 NOSIG
EHAK,2020-05-23 07:25,51.80,46.40,81.74,230.00,29.00,0.00,29.85,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAK 230725Z AUTO 23029KT 9999 NCD 11/08 Q1011
EHDV,2020-05-23 07:25,51.80,46.40,81.74,240.00,23.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 230725Z AUTO 24023KT //// // ///////// 11/08 Q1014 RE//
EHFD,2020-05-23 07:25,51.80,46.40,81.74,0.00,0.00,0.00,29.91,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFD 230725Z AUTO 00000KT 9999 NCD 11/08 Q1013
EHFZ,2020-05-23 07:25,53.60,46.40,76.50,230.00,22.00,0.00,29.97,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 230725Z AUTO 23022KT 9999 NCD 12/08 Q1015
EHJA,2020-05-23 07:25,51.80,46.40,81.74,220.00,24.00,0.00,29.97,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 230725Z AUTO 22024KT 9999 NCD 11/08 Q1015
EHVK,2020-05-23 07:25,59.00,46.40,62.92,240.00,12.00,0.00,30.15,M,6.21,M,SCT,OVC,M,M,4400.00,10000.00,M,M,M,M,M,M,M,M,M,M,EHVK 230725Z AUTO 24012KT 200V270 9999 SCT044 OVC100 15/08 Q1021 BLU
EHVL,2020-05-23 07:25,57.20,46.40,67.12,240.00,22.00,0.00,30.06,M,6.21,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,M,EHVL 230725Z AUTO 24022KT 9999 BKN250 14/08 Q1018 BLU
EHWO,2020-05-23 07:25,59.00,50.00,72.01,240.00,12.00,0.00,30.18,M,6.21,M,BKN,BKN,OVC,M,2000.00,2300.00,3300.00,M,M,M,M,M,M,M,M,M,EHWO 230725Z AUTO 24012KT 210V270 9999 BKN020 BKN023 OVC033 15/10 Q1022 WHT
EHQE,2020-05-23 07:25,55.40,46.40,71.64,200.00,26.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHQE 230725Z AUTO 20026KT 9999 NSC 13/08 Q1018
EHJR,2020-05-23 07:25,53.60,46.40,76.50,240.00,26.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 230725Z AUTO 24026KT //// // ///////// 12/08 Q1017 RE// W11/H17
EHKV,2020-05-23 07:25,53.60,46.40,76.50,150.00,29.00,0.00,30.09,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 230725Z AUTO 15029KT 9999 NCD 12/08 Q1019
EHMA,2020-05-23 07:25,55.40,44.60,66.91,270.00,21.00,0.00,30.06,M,6.21,M,FEW,M,M,M,2900.00,M,M,M,DZRA,M,M,M,M,M,M,M,EHMA 230725Z AUTO 27021KT 9999 DZRA FEW029 13/07 Q1018
EHMG,2020-05-23 07:25,53.60,46.40,76.50,240.00,24.00,0.00,30.03,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 230725Z AUTO 24024KT 9999 NSC 12/08 Q1017
EHPG,2020-05-23 07:25,53.60,50.00,87.56,240.00,22.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 230725Z AUTO 24022KT 9999 NSC 12/10 Q1019
EHSA,2020-05-23 07:25,55.40,50.00,81.99,220.00,23.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 230725Z AUTO 22023KT 9999 ///////// 13/10 Q1021 W10/H13
EHSC,2020-05-23 07:25,55.40,48.20,76.66,250.00,23.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 230725Z AUTO 25023KT 9999 ///////// 13/09 Q1020 W13/H13
EHHW,2020-05-23 07:25,53.60,46.40,76.50,260.00,17.00,0.00,30.03,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 230725Z AUTO 26017KT 200V320 9999 NSC 12/08 Q1017
EHEH,2020-05-23 07:26,59.00,44.60,58.77,240.00,12.00,0.00,30.18,M,6.21,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,M,EHEH 230726Z AUTO 24012KT 210V280 9999 OVC100 15/07 Q1022 BLU 24010KT CAVOK
EHGR,2020-05-23 07:37,59.00,48.20,67.33,240.00,8.00,0.00,30.18,M,6.21,M,FEW,SCT,OVC,M,2400.00,2700.00,18000.00,M,M,M,M,M,M,M,M,M,EHGR 230737Z AUTO 24008KT 210V270 9999 FEW024 SCT027 OVC180 15/09 Q1022 BLU 10004KT CAVOK
EHGR,2020-05-23 07:38,57.20,48.20,71.83,240.00,8.00,0.00,30.18,M,6.21,M,SCT,BKN,OVC,M,2300.00,2900.00,18000.00,M,M,M,M,M,M,M,M,M,EHGR 230738Z AUTO 24008KT 200V270 9999 SCT023 BKN029 OVC180 14/09 Q1022 WHT 10004KT CAVOK
EHGR,2020-05-23 07:49,59.00,46.40,62.92,240.00,9.00,0.00,30.18,M,6.21,M,FEW,SCT,OVC,M,2300.00,2700.00,20000.00,M,M,M,M,M,M,M,M,M,EHGR 230749Z AUTO 24009KT 210V270 9999 FEW023 SCT027 OVC200 15/08 Q1022 BLU 10004KT CAVOK
EHFS,2020-05-23 07:55,57.20,50.00,76.82,250.00,25.00,0.00,30.15,M,5.59,M,BKN,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,M,EHFS 230755Z AUTO 25025KT 9000 BKN018/// 14/10 Q1021
EHRD,2020-05-23 07:55,59.00,48.20,67.33,250.00,14.00,0.00,30.15,M,6.21,M,FEW,SCT,M,M,2200.00,2700.00,M,M,M,M,M,M,M,M,M,M,EHRD 230755Z AUTO 25014KT 210V280 9999 FEW022 SCT027 15/09 Q1021 NOSIG
EHEH,2020-05-23 07:55,59.00,44.60,58.77,250.00,11.00,0.00,30.18,M,M,M,OVC,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,M,EHEH 230755Z AUTO 25011KT 220V290 9999 OVC120 15/07 Q1022 BLU 24012KT 9999 SCT030 BKN110
EHBK,2020-05-23 07:55,55.40,46.40,71.64,220.00,13.00,0.00,30.18,M,6.21,M,SCT,M,M,M,4700.00,M,M,M,M,M,M,M,M,M,M,M,EHBK 230755Z AUTO 22013KT 190V250 9999 SCT047 13/08 Q1022 BECMG 27015G25KT
EHDL,2020-05-23 07:55,59.00,46.40,62.92,240.00,13.00,0.00,30.15,M,6.21,M,SCT,BKN,BKN,M,2500.00,2900.00,3200.00,M,M,M,M,M,M,M,M,M,EHDL 230755Z AUTO 24013KT 180V300 9999 SCT025 BKN029 BKN032 15/08 Q1021 BLU
EHGG,2020-05-23 07:55,60.80,44.60,55.12,260.00,14.00,0.00,30.09,M,6.21,M,SCT,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,M,EHGG 230755Z AUTO 26014KT 220V300 9999 SCT036 16/07 Q1019 BECMG 26016G26KT
EHGR,2020-05-23 07:55,59.00,48.20,67.33,240.00,10.00,0.00,30.18,M,6.21,M,FEW,SCT,OVC,M,2500.00,2900.00,20000.00,M,M,M,M,M,M,M,M,M,EHGR 230755Z AUTO 24010KT 210V280 9999 FEW025 SCT029 OVC200 15/09 Q1022 BLU 10004KT CAVOK
EHKD,2020-05-23 07:55,57.20,46.40,67.12,240.00,18.00,0.00,30.09,M,M,M,OVC,M,M,M,16000.00,M,M,M,M,M,M,M,M,M,M,M,EHKD 230755Z AUTO 24018KT 210V270 9999 OVC160 14/08 Q1019 BLU 24013KT 9999 FEW020 BECMG 24015G27KT
EHLE,2020-05-23 07:55,60.80,48.20,63.15,250.00,16.00,0.00,30.12,M,6.21,M,SCT,BKN,BKN,M,2600.00,3000.00,3600.00,M,M,M,M,M,M,M,M,M,EHLE 230755Z AUTO 25016KT 9999 SCT026 BKN030 BKN036 16/09 Q1020 NOSIG
EHLW,2020-05-23 07:55,57.20,46.40,67.12,250.00,19.00,0.00,30.06,M,6.21,M,SCT,BKN,BKN,M,2800.00,3200.00,3700.00,M,M,M,M,M,M,M,M,M,EHLW 230755Z AUTO 25019KT 210V280 9999 SCT028 BKN032 BKN037 14/08 Q1018 BLU
EHAM,2020-05-23 07:55,59.00,48.20,67.33,250.00,17.00,0.00,30.12,M,6.21,M,FEW,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,EHAM 230755Z 25017KT 9999 FEW017 15/09 Q1020 NOSIG
EHAK,2020-05-23 07:55,51.80,46.40,81.74,230.00,31.00,0.00,29.85,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAK 230755Z AUTO 23031KT 9999 NCD 11/08 Q1011
EHDV,2020-05-23 07:55,51.80,46.40,81.74,230.00,23.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 230755Z AUTO 23023KT //// // ///////// 11/08 Q1014 RE//
EHFD,2020-05-23 07:55,51.80,46.40,81.74,0.00,0.00,0.00,29.91,M,6.21,M,NCD,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHFD 230755Z AUTO 00000KT //// // NCD 11/08 Q1013
EHFZ,2020-05-23 07:55,53.60,46.40,76.50,230.00,24.00,0.00,29.97,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 230755Z AUTO 23024KT 9999 NCD 12/08 Q1015
EHJA,2020-05-23 07:55,53.60,46.40,76.50,220.00,24.00,0.00,29.97,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 230755Z AUTO 22024KT 9999 NCD 12/08 Q1015
EHVK,2020-05-23 07:55,59.00,46.40,62.92,240.00,12.00,0.00,30.15,M,6.21,M,SCT,BKN,OVC,M,2700.00,4100.00,12000.00,M,M,M,M,M,M,M,M,M,EHVK 230755Z AUTO 24012KT 200V280 9999 SCT027 BKN041 OVC120 15/08 Q1021 BLU
EHVL,2020-05-23 07:55,57.20,48.20,71.83,240.00,23.00,0.00,30.06,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHVL 230755Z AUTO 24023KT 9999 NCD 14/09 Q1018 BLU
EHWO,2020-05-23 07:55,59.00,48.20,67.33,240.00,14.00,0.00,30.18,M,6.21,M,FEW,SCT,BKN,M,2100.00,2500.00,14000.00,M,M,M,M,M,M,M,M,M,EHWO 230755Z AUTO 24014KT 220V300 9999 FEW021 SCT025 BKN140 15/09 Q1022 BLU
EHQE,2020-05-23 07:55,55.40,46.40,71.64,200.00,27.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHQE 230755Z AUTO 20027KT 9999 NSC 13/08 Q1018
EHJR,2020-05-23 07:55,53.60,46.40,76.50,240.00,27.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 230755Z AUTO 24027KT //// // ///////// 12/08 Q1018 RE// W11/H20
EHKV,2020-05-23 07:55,53.60,46.40,76.50,150.00,30.00,0.00,30.06,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 230755Z AUTO 15030KT 9999 NCD 12/08 Q1018
EHMA,2020-05-23 07:55,55.40,44.60,66.91,260.00,19.00,0.00,30.06,M,6.21,M,FEW,M,M,M,2700.00,M,M,M,DZ,M,M,M,M,M,M,M,EHMA 230755Z AUTO 26019KT 9999 DZ FEW027 13/07 Q1018
EHMG,2020-05-23 07:55,53.60,48.20,81.87,230.00,25.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 230755Z AUTO 23025KT 9999 NSC 12/09 Q1018
EHPG,2020-05-23 07:55,53.60,48.20,81.87,240.00,22.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 230755Z AUTO 24022KT 9999 NSC 12/09 Q1019
EHSA,2020-05-23 07:55,55.40,50.00,81.99,220.00,24.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 230755Z AUTO 22024KT 9999 ///////// 13/10 Q1021 W10/H13
EHSC,2020-05-23 07:55,55.40,50.00,81.99,250.00,22.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 230755Z AUTO 25022KT 9999 ///////// 13/10 Q1020 W13/H14
EHHW,2020-05-23 07:55,53.60,46.40,76.50,260.00,12.00,0.00,30.03,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 230755Z AUTO 26012KT 210V300 9999 NSC 12/08 Q1017
EHWO,2020-05-23 07:56,57.20,48.20,71.83,240.00,14.00,0.00,30.18,M,6.21,M,SCT,SCT,BKN,M,2100.00,2600.00,3500.00,M,M,M,M,M,M,M,M,M,EHWO 230756Z AUTO 24014KT 220V300 9999 SCT021 SCT026 BKN035 14/09 Q1022 WHT
EHWO,2020-05-23 08:07,57.20,46.40,67.12,250.00,15.00,0.00,30.18,M,6.21,M,FEW,SCT,BKN,M,2300.00,2600.00,3000.00,M,M,M,M,M,M,M,M,M,EHWO 230807Z AUTO 25015KT 210V270 9999 FEW023 SCT026 BKN030 14/08 Q1022 BLU
EHFS,2020-05-23 08:25,57.20,48.20,71.83,250.00,26.00,0.00,30.18,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,EHFS 230825Z AUTO 25026KT 9999 FEW025/// 14/09 Q1022
EHRD,2020-05-23 08:25,57.20,46.40,67.12,250.00,14.00,0.00,30.15,M,6.21,M,FEW,SCT,M,M,2400.00,2700.00,M,M,M,M,M,M,M,M,M,M,EHRD 230825Z AUTO 25014KT 220V290 9999 FEW024 SCT027 14/08 Q1021 NOSIG
EHEH,2020-05-23 08:25,59.00,46.40,62.92,250.00,10.00,0.00,30.18,M,M,M,FEW,OVC,M,M,3100.00,12000.00,M,M,M,M,M,M,M,M,M,M,EHEH 230825Z AUTO 25010KT 210V300 9999 FEW031 OVC120 15/08 Q1022 BLU 25012KT 9999 SCT030 BKN110
EHBK,2020-05-23 08:25,55.40,46.40,71.64,220.00,14.00,0.00,30.21,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHBK 230825Z AUTO 22014KT 9999 NSC 13/08 Q1023 BECMG 27015G25KT
EHDL,2020-05-23 08:25,60.80,46.40,59.01,250.00,10.00,0.00,30.15,M,6.21,M,FEW,OVC,M,M,2900.00,13000.00,M,M,M,M,M,M,M,M,M,M,EHDL 230825Z AUTO 25010KT 190V300 9999 FEW029 OVC130 16/08 Q1021 BLU
EHGG,2020-05-23 08:25,60.80,44.60,55.12,260.00,15.00,0.00,30.09,M,6.21,M,SCT,BKN,M,M,3400.00,3900.00,M,M,M,M,M,M,M,M,M,M,EHGG 230825Z AUTO 26015KT 230V300 9999 SCT034 BKN039 16/07 Q1019 BECMG 26016G26KT
EHGR,2020-05-23 08:25,59.00,48.20,67.33,250.00,10.00,0.00,30.18,M,6.21,M,SCT,BKN,BKN,M,2500.00,3100.00,4100.00,M,M,M,M,M,M,M,M,M,EHGR 230825Z AUTO 25010KT 210V300 9999 SCT025 BKN031 BKN041 15/09 Q1022 BLU 10004KT CAVOK
EHKD,2020-05-23 08:25,59.00,48.20,67.33,240.00,19.00,0.00,30.09,M,M,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKD 230825Z AUTO 24019KT 210V280 9999 NCD 15/09 Q1019 BLU 24013KT 9999 FEW020 BECMG 24015G27KT
EHLE,2020-05-23 08:25,59.00,46.40,62.92,260.00,15.00,0.00,30.12,M,6.21,M,FEW,SCT,M,M,2900.00,3200.00,M,M,M,M,M,M,M,M,M,M,EHLE 230825Z AUTO 26015KT 230V290 9999 FEW029 SCT032 15/08 Q1020 NOSIG
EHLW,2020-05-23 08:25,59.00,46.40,62.92,250.00,18.00,0.00,30.09,M,6.21,M,FEW,SCT,BKN,M,2700.00,3100.00,16000.00,M,M,M,M,M,M,M,M,M,EHLW 230825Z AUTO 25018KT 200V270 9999 FEW027 SCT031 BKN160 15/08 Q1019 BLU
EHAM,2020-05-23 08:25,59.00,46.40,62.92,250.00,18.00,0.00,30.12,M,6.21,M,FEW,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,M,EHAM 230825Z 25018KT 9999 FEW023 15/08 Q1020 NOSIG
EHAK,2020-05-23 08:25,51.80,46.40,81.74,230.00,31.00,0.00,29.85,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAK 230825Z AUTO 23031KT 9999 NCD 11/08 Q1011
EHDV,2020-05-23 08:25,51.80,46.40,81.74,230.00,23.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 230825Z AUTO 23023KT //// // ///////// 11/08 Q1014 RE//
